doc_date,doc_no,source_tx_type,tx_type_name,customer,customer_class,region_manager,warehouse,material_code,material_name,brand,tax_included_amount,batch_no,shipping_channel,audit_date,creator,sales_out_qty,dispatch_qty,invoiced_qty,tx_type,audit_time,remark,source_doc_tx_type,entry_method,tax_included_unit_price,source_doc_no
2026-05-10,SO-00000341,02,退货出库,客户042,C类,大区经理1,WH-001-主仓,SKU-0008,物料-04,非自营-340,12964.1,B20260510-0341,直营,2026-05-11,员工3,64,15,49,XSCK01,2026-05-11 19:00:00,正常,,,456.51,
2026-05-13,SO-00000342,02,报损出库,客户001,A类,大区经理4,WH-001-主仓,SKU-0001,物料-06,Brand J,12330.34,B20260513-0342,电商,2026-05-16,员工4,35,97,14,XSCK01,2026-05-16 14:00:00,样品,DDCK02,普通,382.74,SRC-00000342
2026-06-04,SO-00000343,01,调拨出库,客户039,C类,大区经理4,WH-003-电商仓,SKU-0001,物料-29,非自营-342,35764.64,B20260604-0343,批发,2026-06-04,员工1,93,81,51,XSCK02,2026-06-04 14:00:00,,DDCK02,,62.55,
2026-04-12,SO-00000344,04,正常出库,客户032,C类,大区经理2,WH-001-主仓,SKU-0004,物料-19,Brand I,26117.6,B20260412-0344,电商,2026-04-15,员工3,69,84,37,XSCK03,2026-04-15 15:00:00,正常,DDCK01,普通,353.85,
2026-06-06,SO-00000345,01,退货出库,客户026,A类,大区经理2,WH-002-次仓,SKU-0007,物料-27,Brand F,34195.5,B20260606-0345,电商,2026-06-10,员工8,54,1,37,XSCK01,2026-06-10 11:00:00,,DDCK01,,19.81,SRC-00000345
2026-04-13,SO-00000346,01,退货出库,客户017,A类,大区经理2,WH-002-次仓,SKU-0009,物料-29,Brand G,13544.98,B20260413-0346,零售,2026-04-16,员工2,3,80,59,XSCK02,2026-04-16 10:00:00,,,普通,23.6,
2026-05-17,SO-00000347,01,报损出库,客户048,C类,大区经理4,WH-001-主仓,SKU-0016,物料-24,Brand G,29976.29,B20260517-0347,电商,2026-05-20,员工2,6,82,19,XSCK03,2026-05-20 10:00:00,,DDCK02,,267.65,
2026-03-29,SO-00000348,02,调拨出库,客户027,C类,大区经理1,WH-002-次仓,SKU-0005,物料-04,Brand L,22252.29,B20260329-0348,电商,2026-04-01,员工9,87,10,98,XSCK03,2026-04-01 17:00:00,样品,DDCK02,,57.06,SRC-00000348
2026-04-05,SO-00000349,04,报损出库,客户024,B类,大区经理2,WH-003-电商仓,SKU-0002,物料-03,Brand E,29888.32,B20260405-0349,零售,2026-04-09,员工5,56,23,86,XSCK01,2026-04-09 15:00:00,促销,DDCK02,,482.52,
2026-05-04,SO-00000350,01,退货出库,客户035,A类,大区经理3,WH-003-电商仓,SKU-0028,物料-20,非自营-349,14614.9,B20260504-0350,零售,2026-05-07,员工5,2,18,43,XSCK03,2026-05-07 19:00:00,促销,DDCK02,普通,447.98,
2026-05-08,SO-00000351,02,调拨出库,客户046,C类,大区经理1,WH-001-主仓,SKU-0023,物料-06,Brand K,35801.0,B20260508-0351,批发,2026-05-09,员工1,82,58,88,XSCK03,2026-05-09 10:00:00,样品,DDCK01,调拨,328.41,SRC-00000351
2026-05-17,SO-00000352,03,正常出库,客户042,A类,大区经理3,WH-001-主仓,SKU-0011,物料-27,Brand C,40315.88,B20260517-0352,零售,2026-05-21,员工6,94,73,62,XSCK01,2026-05-21 15:00:00,促销,,,41.22,
2026-04-26,SO-00000353,03,调拨出库,客户039,B类,大区经理1,WH-003-电商仓,SKU-0018,物料-23,非自营-352,13069.83,B20260426-0353,直营,2026-04-29,员工8,38,94,49,XSCK02,2026-04-29 09:00:00,,DDCK01,,169.17,
2026-04-04,SO-00000354,01,退货出库,客户026,C类,大区经理2,WH-002-次仓,SKU-0025,物料-07,Brand B,15100.97,B20260404-0354,直营,2026-04-08,员工6,56,77,21,XSCK02,2026-04-08 12:00:00,,DDCK02,,192.14,SRC-00000354
2026-04-12,SO-00000355,03,正常出库,客户049,C类,大区经理5,WH-001-主仓,SKU-0025,物料-14,Brand H,33091.6,B20260412-0355,批发,2026-04-14,员工7,5,52,71,XSCK01,2026-04-14 12:00:00,正常,,,245.63,
2026-04-27,SO-00000356,04,调拨出库,客户038,C类,大区经理2,WH-001-主仓,SKU-0019,物料-12,Brand B,34809.7,B20260427-0356,电商,2026-04-28,员工4,46,95,53,XSCK01,2026-04-28 14:00:00,,,,92.76,
2026-06-05,SO-00000357,03,正常出库,客户023,A类,大区经理4,WH-002-次仓,SKU-0013,物料-16,Brand L,35234.57,B20260605-0357,批发,2026-06-08,员工2,11,46,8,XSCK02,2026-06-08 12:00:00,促销,DDCK02,调拨,292.98,SRC-00000357
2026-04-03,SO-00000358,03,正常出库,客户022,B类,大区经理4,WH-001-主仓,SKU-0024,物料-20,Brand G,34166.66,B20260403-0358,零售,2026-04-05,员工1,65,13,14,XSCK02,2026-04-05 16:00:00,,DDCK02,普通,223.53,
2026-05-16,SO-00000359,04,退货出库,客户004,A类,大区经理1,WH-002-次仓,SKU-0011,物料-08,Brand D,19701.11,B20260516-0359,电商,2026-05-18,员工6,10,96,47,XSCK01,2026-05-18 10:00:00,正常,DDCK01,调拨,474.18,
2026-04-07,SO-00000360,01,正常出库,客户049,C类,大区经理4,WH-002-次仓,SKU-0020,物料-23,Brand B,19803.2,B20260407-0360,批发,2026-04-11,员工9,41,17,19,XSCK01,2026-04-11 16:00:00,,DDCK01,普通,468.74,SRC-00000360
2026-03-13,SO-00000361,01,报损出库,客户009,B类,大区经理2,WH-002-次仓,SKU-0019,物料-02,Brand E,12815.4,B20260313-0361,批发,2026-03-15,员工10,44,67,34,XSCK01,2026-03-15 08:00:00,促销,DDCK02,调拨,287.08,
2026-06-09,SO-00000362,04,退货出库,客户004,C类,大区经理3,WH-002-次仓,SKU-0017,物料-13,非自营-361,7926.0,B20260609-0362,直营,2026-06-10,员工5,90,61,66,XSCK03,2026-06-10 10:00:00,,DDCK02,普通,325.73,
2026-03-28,SO-00000363,04,报损出库,客户007,C类,大区经理2,WH-002-次仓,SKU-0005,物料-08,非自营-362,34659.61,B20260328-0363,批发,2026-03-29,员工2,33,65,59,XSCK01,2026-03-29 11:00:00,促销,DDCK01,,77.52,SRC-00000363
2026-04-13,SO-00000364,04,正常出库,客户023,A类,大区经理1,WH-003-电商仓,SKU-0013,物料-25,Brand C,4750.12,B20260413-0364,电商,2026-04-13,员工1,91,53,97,XSCK03,2026-04-13 13:00:00,,,普通,119.43,
2026-03-20,SO-00000365,03,报损出库,客户002,C类,大区经理4,WH-002-次仓,SKU-0030,物料-21,Brand G,46895.84,B20260320-0365,批发,2026-03-21,员工3,56,5,33,XSCK02,2026-03-21 17:00:00,正常,,普通,451.35,
2026-04-23,SO-00000366,04,调拨出库,客户049,B类,大区经理3,WH-003-电商仓,SKU-0027,物料-20,Brand F,41351.65,B20260423-0366,批发,2026-04-25,员工4,12,32,99,XSCK02,2026-04-25 15:00:00,样品,,,352.59,SRC-00000366
2026-04-28,SO-00000367,02,正常出库,客户024,C类,大区经理5,WH-002-次仓,SKU-0020,物料-16,非自营-366,42889.54,B20260428-0367,零售,2026-04-29,员工7,2,89,98,XSCK01,2026-04-29 14:00:00,促销,DDCK01,,102.82,
2026-04-19,SO-00000368,03,调拨出库,客户040,C类,大区经理3,WH-001-主仓,SKU-0001,物料-04,非自营-367,45342.77,B20260419-0368,批发,2026-04-23,员工9,1,45,72,XSCK01,2026-04-23 15:00:00,,DDCK02,普通,289.4,
2026-04-22,SO-00000369,01,报损出库,客户031,A类,大区经理3,WH-003-电商仓,SKU-0010,物料-29,Brand I,20489.39,B20260422-0369,电商,2026-04-22,员工8,65,56,93,XSCK02,2026-04-22 13:00:00,,,普通,468.03,SRC-00000369
2026-04-06,SO-00000370,01,调拨出库,客户047,B类,大区经理2,WH-001-主仓,SKU-0008,物料-16,非自营-369,42350.37,B20260406-0370,直营,2026-04-08,员工9,33,5,53,XSCK02,2026-04-08 13:00:00,,DDCK02,,179.13,
2026-04-30,SO-00000371,01,正常出库,客户031,A类,大区经理5,WH-002-次仓,SKU-0024,物料-20,Brand C,7987.26,B20260430-0371,直营,2026-04-30,员工7,86,87,89,XSCK02,2026-04-30 13:00:00,,DDCK01,调拨,101.05,
2026-04-05,SO-00000372,03,调拨出库,客户047,C类,大区经理1,WH-002-次仓,SKU-0029,物料-06,非自营-371,1179.93,B20260405-0372,直营,2026-04-07,员工10,76,76,11,XSCK02,2026-04-07 10:00:00,,DDCK01,,471.59,SRC-00000372
2026-04-04,SO-00000373,02,报损出库,客户040,A类,大区经理1,WH-001-主仓,SKU-0008,物料-27,Brand B,39266.08,B20260404-0373,直营,2026-04-08,员工8,36,34,87,XSCK01,2026-04-08 17:00:00,,DDCK02,普通,236.02,
2026-03-24,SO-00000374,04,报损出库,客户048,A类,大区经理3,WH-002-次仓,SKU-0019,物料-04,Brand E,3832.35,B20260324-0374,零售,2026-03-24,员工8,21,61,18,XSCK03,2026-03-24 11:00:00,,DDCK02,普通,214.45,
2026-05-10,SO-00000375,04,报损出库,客户043,A类,大区经理3,WH-001-主仓,SKU-0006,物料-16,Brand G,49427.38,B20260510-0375,电商,2026-05-13,员工1,84,87,79,XSCK02,2026-05-13 18:00:00,正常,DDCK02,普通,141.11,SRC-00000375
2026-03-18,SO-00000376,01,正常出库,客户034,A类,大区经理4,WH-002-次仓,SKU-0012,物料-23,Brand D,33772.34,B20260318-0376,零售,2026-03-20,员工9,36,80,25,XSCK02,2026-03-20 13:00:00,,DDCK02,,446.88,
2026-05-07,SO-00000377,01,报损出库,客户024,C类,大区经理5,WH-002-次仓,SKU-0028,物料-23,Brand G,37697.14,B20260507-0377,直营,2026-05-10,员工2,26,62,22,XSCK03,2026-05-10 14:00:00,正常,,,424.35,
2026-04-16,SO-00000378,03,正常出库,客户049,C类,大区经理3,WH-003-电商仓,SKU-0007,物料-21,Brand K,12365.61,B20260416-0378,零售,2026-04-16,员工7,47,69,32,XSCK01,2026-04-16 10:00:00,样品,DDCK02,调拨,207.47,SRC-00000378
2026-04-25,SO-00000379,02,调拨出库,客户026,B类,大区经理4,WH-001-主仓,SKU-0016,物料-13,Brand L,33725.88,B20260425-0379,批发,2026-04-28,员工10,95,63,56,XSCK03,2026-04-28 11:00:00,正常,,普通,25.0,
2026-03-31,SO-00000380,04,报损出库,客户016,A类,大区经理5,WH-002-次仓,SKU-0009,物料-05,Brand B,2256.67,B20260331-0380,电商,2026-04-03,员工10,1,44,29,XSCK01,2026-04-03 13:00:00,,DDCK01,普通,228.86,
2026-05-15,SO-00000381,03,调拨出库,客户047,A类,大区经理1,WH-001-主仓,SKU-0021,物料-15,Brand D,41907.5,B20260515-0381,批发,2026-05-15,员工5,38,28,22,XSCK01,2026-05-15 08:00:00,样品,,,98.62,SRC-00000381
2026-03-19,SO-00000382,04,退货出库,客户013,B类,大区经理4,WH-003-电商仓,SKU-0025,物料-26,Brand L,8564.24,B20260319-0382,零售,2026-03-23,员工4,14,70,73,XSCK01,2026-03-23 18:00:00,,DDCK02,普通,79.94,
2026-03-27,SO-00000383,01,调拨出库,客户015,A类,大区经理5,WH-001-主仓,SKU-0022,物料-08,Brand D,34898.17,B20260327-0383,批发,2026-03-30,员工1,90,13,35,XSCK01,2026-03-30 14:00:00,正常,,调拨,202.62,
2026-03-25,SO-00000384,04,退货出库,客户027,B类,大区经理4,WH-003-电商仓,SKU-0010,物料-07,非自营-383,11301.58,B20260325-0384,零售,2026-03-28,员工1,46,43,94,XSCK01,2026-03-28 18:00:00,,DDCK01,,58.55,SRC-00000384
2026-05-26,SO-00000385,02,调拨出库,客户004,C类,大区经理3,WH-001-主仓,SKU-0010,物料-14,Brand D,3515.81,B20260526-0385,零售,2026-05-30,员工3,42,30,85,XSCK02,2026-05-30 08:00:00,样品,DDCK02,普通,479.16,
2026-06-06,SO-00000386,02,正常出库,客户016,B类,大区经理2,WH-001-主仓,SKU-0010,物料-07,Brand E,24126.53,B20260606-0386,电商,2026-06-09,员工1,7,26,42,XSCK01,2026-06-09 18:00:00,正常,DDCK01,,33.29,
2026-03-26,SO-00000387,01,调拨出库,客户030,A类,大区经理1,WH-003-电商仓,SKU-0020,物料-22,Brand C,8547.38,B20260326-0387,电商,2026-03-29,员工8,55,81,65,XSCK02,2026-03-29 19:00:00,,DDCK01,,206.67,SRC-00000387
2026-05-16,SO-00000388,02,正常出库,客户044,B类,大区经理3,WH-002-次仓,SKU-0029,物料-07,非自营-387,36499.26,B20260516-0388,电商,2026-05-19,员工3,56,63,52,XSCK01,2026-05-19 19:00:00,正常,DDCK02,调拨,89.72,
2026-04-12,SO-00000389,02,正常出库,客户030,C类,大区经理3,WH-002-次仓,SKU-0016,物料-23,Brand K,11954.54,B20260412-0389,直营,2026-04-13,员工10,76,73,86,XSCK02,2026-04-13 17:00:00,,,,347.52,
2026-06-06,SO-00000390,03,报损出库,客户036,A类,大区经理5,WH-002-次仓,SKU-0001,物料-26,非自营-389,17189.38,B20260606-0390,电商,2026-06-10,员工2,63,57,98,XSCK03,2026-06-10 18:00:00,促销,DDCK01,普通,48.62,SRC-00000390
2026-05-13,SO-00000391,04,正常出库,客户003,C类,大区经理4,WH-001-主仓,SKU-0017,物料-30,Brand J,28415.22,B20260513-0391,批发,2026-05-16,员工6,24,64,59,XSCK03,2026-05-16 18:00:00,正常,DDCK02,调拨,277.93,
2026-06-05,SO-00000392,01,退货出库,客户022,C类,大区经理1,WH-001-主仓,SKU-0030,物料-18,Brand E,14319.92,B20260605-0392,电商,2026-06-09,员工4,83,80,36,XSCK02,2026-06-09 16:00:00,正常,DDCK01,,388.82,
2026-05-01,SO-00000393,01,报损出库,客户049,B类,大区经理3,WH-002-次仓,SKU-0026,物料-30,Brand B,18961.61,B20260501-0393,电商,2026-05-03,员工4,73,49,60,XSCK01,2026-05-03 17:00:00,,,普通,475.53,SRC-00000393
2026-04-05,SO-00000394,01,报损出库,客户022,C类,大区经理5,WH-001-主仓,SKU-0021,物料-10,Brand J,40799.53,B20260405-0394,电商,2026-04-07,员工2,99,52,95,XSCK02,2026-04-07 16:00:00,,DDCK01,,352.28,
2026-05-08,SO-00000395,01,调拨出库,客户050,A类,大区经理1,WH-001-主仓,SKU-0029,物料-18,Brand H,9042.57,B20260508-0395,零售,2026-05-11,员工2,4,63,52,XSCK02,2026-05-11 18:00:00,样品,DDCK01,,58.75,
2026-05-13,SO-00000396,01,正常出库,客户050,C类,大区经理4,WH-002-次仓,SKU-0014,物料-14,Brand D,4201.86,B20260513-0396,零售,2026-05-17,员工6,42,82,11,XSCK01,2026-05-17 16:00:00,,DDCK01,调拨,53.38,SRC-00000396
2026-05-12,SO-00000397,02,正常出库,客户049,C类,大区经理3,WH-003-电商仓,SKU-0019,物料-10,Brand D,16485.05,B20260512-0397,电商,2026-05-16,员工5,96,13,34,XSCK03,2026-05-16 11:00:00,,DDCK01,调拨,368.48,
2026-04-02,SO-00000398,03,退货出库,客户012,B类,大区经理3,WH-001-主仓,SKU-0021,物料-07,Brand L,21276.4,B20260402-0398,零售,2026-04-06,员工9,70,93,66,XSCK02,2026-04-06 09:00:00,样品,,调拨,115.51,
2026-05-08,SO-00000399,01,调拨出库,客户021,C类,大区经理3,WH-001-主仓,SKU-0021,物料-30,Brand K,27178.7,B20260508-0399,零售,2026-05-09,员工4,28,88,97,XSCK03,2026-05-09 14:00:00,,DDCK02,调拨,229.15,SRC-00000399
2026-05-08,SO-00000400,03,调拨出库,客户004,B类,大区经理1,WH-001-主仓,SKU-0017,物料-26,Brand J,18683.94,B20260508-0400,直营,2026-05-10,员工5,92,45,37,XSCK03,2026-05-10 11:00:00,,DDCK01,普通,488.54,
2026-06-05,SO-00000401,03,报损出库,客户031,B类,大区经理1,WH-001-主仓,SKU-0014,物料-07,Brand B,39516.59,B20260605-0401,批发,2026-06-09,员工1,40,46,23,XSCK03,2026-06-09 12:00:00,,,,411.75,
2026-04-29,SO-00000402,02,报损出库,客户044,A类,大区经理1,WH-003-电商仓,SKU-0008,物料-07,Brand J,2062.04,B20260429-0402,零售,2026-05-03,员工2,51,77,80,XSCK02,2026-05-03 08:00:00,促销,DDCK01,调拨,424.83,SRC-00000402
2026-05-02,SO-00000403,01,报损出库,客户031,A类,大区经理1,WH-002-次仓,SKU-0021,物料-05,Brand C,21645.2,B20260502-0403,批发,2026-05-03,员工3,29,89,39,XSCK02,2026-05-03 18:00:00,,DDCK01,普通,431.78,
2026-04-22,SO-00000404,02,退货出库,客户023,A类,大区经理5,WH-001-主仓,SKU-0021,物料-01,非自营-403,19174.57,B20260422-0404,零售,2026-04-23,员工5,42,41,64,XSCK01,2026-04-23 19:00:00,样品,DDCK01,调拨,313.58,
2026-05-20,SO-00000405,01,退货出库,客户020,A类,大区经理2,WH-002-次仓,SKU-0009,物料-14,Brand A,32414.17,B20260520-0405,电商,2026-05-24,员工5,69,46,56,XSCK01,2026-05-24 17:00:00,,,,374.53,SRC-00000405
2026-03-26,SO-00000406,02,报损出库,客户015,B类,大区经理5,WH-001-主仓,SKU-0008,物料-18,Brand E,48317.18,B20260326-0406,零售,2026-03-26,员工4,5,1,71,XSCK02,2026-03-26 13:00:00,,DDCK01,调拨,185.89,
2026-05-04,SO-00000407,03,调拨出库,客户023,C类,大区经理3,WH-003-电商仓,SKU-0013,物料-13,非自营-406,25567.73,B20260504-0407,零售,2026-05-08,员工10,41,73,78,XSCK01,2026-05-08 19:00:00,样品,DDCK01,,499.24,
2026-05-10,SO-00000408,01,退货出库,客户028,A类,大区经理5,WH-002-次仓,SKU-0017,物料-25,非自营-407,49345.15,B20260510-0408,批发,2026-05-14,员工3,61,68,44,XSCK03,2026-05-14 14:00:00,正常,DDCK02,,147.01,SRC-00000408
2026-03-19,SO-00000409,04,调拨出库,客户016,A类,大区经理4,WH-003-电商仓,SKU-0019,物料-08,Brand J,15182.24,B20260319-0409,电商,2026-03-20,员工9,55,92,88,XSCK03,2026-03-20 10:00:00,,,普通,299.1,
2026-05-03,SO-00000410,03,调拨出库,客户037,A类,大区经理1,WH-001-主仓,SKU-0028,物料-08,Brand E,1640.32,B20260503-0410,直营,2026-05-04,员工1,28,12,71,XSCK02,2026-05-04 17:00:00,样品,DDCK02,调拨,148.21,
2026-05-10,SO-00000411,04,正常出库,客户021,C类,大区经理4,WH-003-电商仓,SKU-0007,物料-10,非自营-410,8366.59,B20260510-0411,批发,2026-05-14,员工6,41,88,95,XSCK03,2026-05-14 09:00:00,,DDCK02,调拨,64.91,SRC-00000411
2026-03-16,SO-00000412,03,报损出库,客户015,A类,大区经理4,WH-003-电商仓,SKU-0017,物料-17,Brand K,19816.73,B20260316-0412,电商,2026-03-20,员工7,9,73,12,XSCK02,2026-03-20 19:00:00,样品,DDCK02,,288.12,
2026-05-18,SO-00000413,02,正常出库,客户017,C类,大区经理3,WH-001-主仓,SKU-0001,物料-06,非自营-412,15885.06,B20260518-0413,电商,2026-05-22,员工10,29,35,78,XSCK02,2026-05-22 19:00:00,促销,DDCK02,调拨,183.14,
2026-03-17,SO-00000414,01,报损出库,客户050,B类,大区经理1,WH-001-主仓,SKU-0005,物料-15,Brand J,4943.0,B20260317-0414,批发,2026-03-18,员工4,78,99,5,XSCK02,2026-03-18 17:00:00,,DDCK01,,295.78,SRC-00000414
2026-04-27,SO-00000415,03,报损出库,客户037,B类,大区经理4,WH-002-次仓,SKU-0025,物料-15,Brand L,21689.74,B20260427-0415,零售,2026-05-01,员工10,38,33,96,XSCK03,2026-05-01 14:00:00,正常,DDCK02,普通,283.75,
2026-05-05,SO-00000416,02,调拨出库,客户013,B类,大区经理3,WH-001-主仓,SKU-0006,物料-25,非自营-415,16971.98,B20260505-0416,电商,2026-05-09,员工3,62,58,70,XSCK02,2026-05-09 08:00:00,正常,,调拨,275.71,
2026-04-20,SO-00000417,01,报损出库,客户019,C类,大区经理1,WH-002-次仓,SKU-0026,物料-16,Brand A,6218.7,B20260420-0417,直营,2026-04-23,员工8,54,35,96,XSCK02,2026-04-23 09:00:00,样品,DDCK01,,70.42,SRC-00000417
2026-05-02,SO-00000418,01,调拨出库,客户030,A类,大区经理2,WH-003-电商仓,SKU-0002,物料-08,Brand E,14876.24,B20260502-0418,零售,2026-05-02,员工9,52,46,46,XSCK01,2026-05-02 10:00:00,样品,DDCK02,调拨,225.69,
2026-03-27,SO-00000419,03,调拨出库,客户045,A类,大区经理3,WH-003-电商仓,SKU-0027,物料-19,Brand B,44333.16,B20260327-0419,批发,2026-03-29,员工1,34,84,92,XSCK03,2026-03-29 11:00:00,,DDCK02,调拨,407.88,
2026-03-24,SO-00000420,01,报损出库,客户018,A类,大区经理5,WH-002-次仓,SKU-0025,物料-20,Brand F,15172.24,B20260324-0420,批发,2026-03-24,员工10,37,66,43,XSCK02,2026-03-24 12:00:00,,,普通,164.42,SRC-00000420
2026-04-10,SO-00000421,03,调拨出库,客户014,A类,大区经理1,WH-001-主仓,SKU-0016,物料-15,Brand I,35726.38,B20260410-0421,批发,2026-04-13,员工9,49,44,31,XSCK01,2026-04-13 11:00:00,促销,,,227.48,
2026-03-30,SO-00000422,01,调拨出库,客户036,A类,大区经理4,WH-001-主仓,SKU-0022,物料-03,非自营-421,30641.15,B20260330-0422,批发,2026-04-01,员工7,42,26,2,XSCK02,2026-04-01 17:00:00,,DDCK02,普通,251.98,
2026-03-28,SO-00000423,04,调拨出库,客户036,C类,大区经理4,WH-003-电商仓,SKU-0005,物料-06,Brand C,21416.34,B20260328-0423,直营,2026-04-01,员工1,14,42,53,XSCK03,2026-04-01 10:00:00,样品,DDCK02,普通,432.74,SRC-00000423
2026-05-13,SO-00000424,02,退货出库,客户020,B类,大区经理5,WH-002-次仓,SKU-0005,物料-30,非自营-423,12027.38,B20260513-0424,直营,2026-05-16,员工7,82,77,83,XSCK01,2026-05-16 08:00:00,样品,DDCK02,普通,331.24,
2026-03-30,SO-00000425,04,调拨出库,客户019,A类,大区经理5,WH-003-电商仓,SKU-0012,物料-25,Brand I,18513.83,B20260330-0425,电商,2026-04-03,员工5,33,30,77,XSCK01,2026-04-03 14:00:00,,DDCK02,,59.1,
2026-05-08,SO-00000426,03,退货出库,客户045,B类,大区经理4,WH-003-电商仓,SKU-0003,物料-08,Brand L,29646.15,B20260508-0426,直营,2026-05-09,员工10,98,32,91,XSCK02,2026-05-09 19:00:00,促销,DDCK02,,433.93,SRC-00000426
2026-05-05,SO-00000427,04,退货出库,客户044,C类,大区经理1,WH-001-主仓,SKU-0030,物料-16,Brand B,17602.59,B20260505-0427,批发,2026-05-08,员工7,92,36,37,XSCK02,2026-05-08 17:00:00,样品,,调拨,417.71,
2026-06-09,SO-00000428,03,调拨出库,客户007,C类,大区经理3,WH-002-次仓,SKU-0016,物料-15,Brand I,10823.33,B20260609-0428,直营,2026-06-10,员工9,87,19,3,XSCK03,2026-06-10 13:00:00,促销,,,379.29,
2026-06-09,SO-00000429,01,调拨出库,客户044,A类,大区经理5,WH-003-电商仓,SKU-0006,物料-13,Brand K,5911.49,B20260609-0429,零售,2026-06-12,员工8,17,22,78,XSCK03,2026-06-12 09:00:00,样品,DDCK01,普通,238.37,SRC-00000429
2026-05-12,SO-00000430,01,退货出库,客户004,C类,大区经理5,WH-001-主仓,SKU-0015,物料-26,非自营-429,44000.37,B20260512-0430,零售,2026-05-15,员工6,75,65,16,XSCK02,2026-05-15 09:00:00,促销,DDCK01,,381.2,
2026-04-03,SO-00000431,03,退货出库,客户034,B类,大区经理5,WH-003-电商仓,SKU-0015,物料-20,Brand E,22071.62,B20260403-0431,电商,2026-04-04,员工2,32,57,36,XSCK01,2026-04-04 10:00:00,促销,,调拨,244.58,
2026-03-20,SO-00000432,04,调拨出库,客户002,A类,大区经理2,WH-003-电商仓,SKU-0029,物料-15,非自营-431,31297.9,B20260320-0432,批发,2026-03-22,员工8,79,11,87,XSCK03,2026-03-22 15:00:00,促销,DDCK01,普通,370.95,SRC-00000432
2026-03-23,SO-00000433,01,调拨出库,客户005,A类,大区经理1,WH-001-主仓,SKU-0016,物料-18,Brand K,24571.48,B20260323-0433,直营,2026-03-23,员工4,68,26,35,XSCK03,2026-03-23 15:00:00,,DDCK02,调拨,441.25,
2026-03-12,SO-00000434,02,报损出库,客户010,B类,大区经理1,WH-001-主仓,SKU-0020,物料-13,Brand E,43641.07,B20260312-0434,电商,2026-03-16,员工8,39,48,57,XSCK01,2026-03-16 17:00:00,正常,DDCK01,,446.37,
2026-05-08,SO-00000435,01,退货出库,客户032,A类,大区经理1,WH-002-次仓,SKU-0013,物料-24,非自营-434,27392.05,B20260508-0435,电商,2026-05-11,员工7,94,19,40,XSCK02,2026-05-11 17:00:00,促销,DDCK02,调拨,232.74,SRC-00000435
2026-03-12,SO-00000436,02,退货出库,客户042,A类,大区经理1,WH-003-电商仓,SKU-0012,物料-08,Brand K,24090.99,B20260312-0436,直营,2026-03-16,员工4,10,83,7,XSCK03,2026-03-16 17:00:00,促销,DDCK02,调拨,431.08,
2026-04-14,SO-00000437,04,报损出库,客户041,B类,大区经理1,WH-002-次仓,SKU-0010,物料-14,非自营-436,46237.59,B20260414-0437,电商,2026-04-15,员工8,87,12,66,XSCK01,2026-04-15 19:00:00,样品,DDCK01,,59.71,
2026-04-28,SO-00000438,02,退货出库,客户013,A类,大区经理4,WH-001-主仓,SKU-0014,物料-28,Brand G,36012.51,B20260428-0438,批发,2026-05-02,员工2,24,67,29,XSCK03,2026-05-02 17:00:00,正常,DDCK01,调拨,59.89,SRC-00000438
2026-06-08,SO-00000439,02,正常出库,客户039,A类,大区经理5,WH-001-主仓,SKU-0002,物料-11,Brand A,5666.34,B20260608-0439,直营,2026-06-09,员工9,58,56,85,XSCK01,2026-06-09 18:00:00,样品,DDCK02,,278.65,
2026-03-12,SO-00000440,02,退货出库,客户005,B类,大区经理4,WH-003-电商仓,SKU-0029,物料-06,非自营-439,8967.45,B20260312-0440,零售,2026-03-16,员工6,69,18,51,XSCK03,2026-03-16 19:00:00,样品,,普通,329.4,
2026-03-27,SO-00000441,02,报损出库,客户010,C类,大区经理2,WH-002-次仓,SKU-0003,物料-30,Brand I,39377.43,B20260327-0441,零售,2026-03-27,员工7,64,5,96,XSCK02,2026-03-27 15:00:00,促销,DDCK01,调拨,84.97,SRC-00000441
2026-05-11,SO-00000442,01,正常出库,客户010,B类,大区经理3,WH-002-次仓,SKU-0009,物料-24,Brand I,41808.98,B20260511-0442,直营,2026-05-11,员工10,19,24,24,XSCK01,2026-05-11 14:00:00,,DDCK01,普通,241.37,
2026-05-14,SO-00000443,02,调拨出库,客户038,A类,大区经理5,WH-003-电商仓,SKU-0011,物料-25,Brand E,27305.02,B20260514-0443,电商,2026-05-14,员工1,8,78,51,XSCK03,2026-05-14 09:00:00,正常,,,56.24,
2026-05-13,SO-00000444,01,报损出库,客户027,B类,大区经理2,WH-003-电商仓,SKU-0011,物料-29,非自营-443,27767.32,B20260513-0444,电商,2026-05-13,员工3,71,38,58,XSCK03,2026-05-13 08:00:00,样品,DDCK01,,305.03,SRC-00000444
2026-05-19,SO-00000445,02,报损出库,客户021,A类,大区经理4,WH-002-次仓,SKU-0025,物料-01,Brand C,31633.45,B20260519-0445,零售,2026-05-19,员工10,40,67,29,XSCK01,2026-05-19 13:00:00,,DDCK02,调拨,429.0,
2026-04-02,SO-00000446,03,调拨出库,客户008,A类,大区经理3,WH-001-主仓,SKU-0022,物料-25,Brand F,22011.88,B20260402-0446,零售,2026-04-02,员工5,13,70,66,XSCK01,2026-04-02 18:00:00,,,调拨,371.44,
